Istituto Principale,Scuola,Tipo Istituto,Tipo Gestione,Indirizzo,Comune,Telefono,Fax,Email istituto,Email segreteria,Sito web,Codice MIUR,CAP
ISTITUTO COMPRENSIVO TRENTO 3,SCUOLA PRIMARIA RAVINA,Scuola Primaria,Statale,"Via Delle Masere, 5",TRENTO,0461/934977,0461/920605,ic.trento3@pec.provincia.tn.it,segr.ic.tn3@scuole.provincia.tn.it,http://www.ictrento3.it,TNEE85603V,38123
ISTITUTO COMPRENSIVO ROVERETO NORD,"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO",Scuola Primaria,Statale,"Via Romani,  42/1",ROVERETO,0464/420759,0464/480415,ic.roveretonord@pec.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,www.icroveretonord.it,TNEE85905C,38068
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""",SCUOLA PRIMARIA PIEVE DI BONO - CRETO,Scuola Primaria,Statale,"Via Fiera - Creto - Pieve di Bono, 1",PIEVE DI BONO-PREZZO,0465/674049,0465/687076,ic.chiese-storo@pec.provincia.tn.it,segr.ic.chiese@scuole.provincia.tn.it,www.istitutodelchiese.it,TNEE83808E,38085
ISTITUTO COMPRENSIVO TRENTO 5,"SCUOLA PRIMARIA ""R. SANZIO"" TRENTO",Scuola Primaria,Statale,"Piazza Sanzio, 13",TRENTO,0461/263331,0461/984463,ic.tn5@pec.provincia.tn.it,segr.ic.tn5@scuole.provincia.tn.it,http://www.istitutotrento5.it/,TNEE85201D,38122
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO C.A. PILATI,Formazione per adulti,Statale,"Via 4 Novembre, 35",CLES,0463/421695,0463/421477,pilati@pec.provincia.tn.it,segr.itetpilati@scuole.provincia.tn.it,www.istitutopilati.it,TNCT709002,38023
ISTITUTO COMPRENSIVO LAVIS,"SCUOLA PRIMARIA ""DON G. GRAZIOLI"" LAVIS",Scuola Primaria,Statale,"Via Degasperi, 18",LAVIS,0461/246535,0461/242955,ic.lavis@pec.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,www.iclavis.it,TNEE825015,38015
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO C.A. PILATI,Scuola Secondaria di Secondo Grado,Statale,"Via 4 Novembre, 35",CLES,0463/421695,0463/421477,pilati@pec.provincia.tn.it,segr.itetpilati@scuole.provincia.tn.it,www.istitutopilati.it,TNTD100001,38023
Scuola dell'infanzia di S. Croce Bleggio,Scuola dell'Infanzia di S. Croce Bleggio,Scuola dell'infanzia,Paritaria,"Frazione Santa Croce di Bleggio Inferiore, 7",COMANO TERME,0465-779900,,s.croce.presidente@fpsm.tn.it,s.croce.segretario@fpsm.tn.it,,,38070
ISTITUTO COMPRENSIVO BORGO VALSUGANA,"SCUOLA SECONDARIA DI PRIMO GRADO ""ORA E VEGLIA"" BORGO VALSUGANA",Scuola Secondaria di Primo Grado,Statale,"Via Spagolla, 1",BORGO VALSUGANA,0461/753179,0461/754131,ic.borgovalsugana@pec.provincia.tn.it,segr.ic.borgovalsugana@scuole.provincia.tn.it,www.icborgovalsugana.gov.it,TNMM812012,38051
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Scuola Secondaria di Secondo Grado,Statale,"Via Durone, 53",TIONE DI TRENTO,0465/321735,0465/322811,guetti@pec.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,www.guetti.tn.it,TNTD00701X,38079
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,Formazione per adulti,Statale,"Via S Pietro, 4",PERGINE VALSUGANA,0461/511397,0461/531743,curie@pec.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,www.curiepergine.it,TNCT703003,38057
Scuola dell'infanzia di Fornace,Scuola dell'Infanzia di Fornace,Scuola dell'infanzia,Paritaria,"Via Del Borgolet, 16",FORNACE,0461-849351,,fornace.presidente@fpsm.tn.it,fornace.segretario@fpsm.tn.it,,,38040
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA",ISTITUTO PROFESSIONALE PER I SERVIZI SANITARI SERALE,Scuola Secondaria di Secondo Grado,Statale,"Via XXIV Maggio, 7",BORGO VALSUGANA,0461/753647,0461/753364,degasperi@pec.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,www.istalcidedegasperi.it,TNTD002505,38051
ISTITUTO COMPRENSIVO ROVERETO SUD,"SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO",Scuola Primaria,Statale,"Via Benacense, 32",ROVERETO,0464/420532,0464/432707,ic.roveretosud@pec.provincia.tn.it,segr.ic.roveretosud@scuole.provincia.tn.it,www.icroveretosud.eu,TNEE855011,38068
ISTITUTO COMPRENSIVO TAIO,"SCUOLA PRIMARIA ""MONS. A. NEGRI"" TRES",Scuola Primaria,Statale,"Via Nazionale -Tres, 12",PREDAIA,0463/468193,0463/467616,ic.taio@pec.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,www.ictaio.it,TNEE826055,38012
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. Battisti"" ANDALO",Scuola Secondaria di Primo Grado,Statale,"Piazza S Vito, 1",ANDALO,0461/601125,0461/601125,ic.mezzolombardo@pec.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,www.icmezzolombardopaganella.it,TNMM82403A,38010
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Scuola Secondaria di Secondo Grado,Statale,"Via Madruzzo, 24",TRENTO,0461/984099,0461/986257,davinci@pec.provincia.tn.it,segr.liceodavinci@scuole.provincia.tn.it,www.liceodavincitn.it,TNPS02000D,38122
ISTITUTO COMPRENSIVO CIVEZZANO,SCUOLA PRIMARIA SEREGNANO CIVEZZANO,Scuola Primaria,Statale,"Frazione Cogatti,  ",CIVEZZANO,0461/858485,0461/858901,ic.civezzano@pec.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,www.iccivezzano.eu,TNEE817027,38045
ISTITUTO COMPRENSIVO BORGO VALSUGANA,"SCUOLA PRIMARIA ""V. DA FELTRE"" BORGO VALSUGANA",Scuola Primaria,Statale,"Via 4 Novembre, 3",BORGO VALSUGANA,0461/753179,0461/754131,ic.borgovalsugana@pec.provincia.tn.it,segr.ic.borgovalsugana@scuole.provincia.tn.it,www.icborgovalsugana.gov.it,TNEE812046,38051
ISTITUTO COMPRENSIVO VAL RENDENA,SCUOLA PRIMARIA CARISOLO,Scuola Primaria,Statale,"Via Verdi, 18/B",CARISOLO,0465/501139,0465/512119,ic.valrendena@pec.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,www.icvalrendena.it,TNEE834021,38080
"LICEO ""A. Rosmini"" - ROVERETO",LICEO CLASSICO,Scuola Secondaria di Secondo Grado,Statale,"Corso Bettini, 86",ROVERETO,0464/437700,0464/420025,rosmini.rovereto@pec.provincia.tn.it,segr.liceorosmini@scuole.provincia.tn.it,www.liceorosmini.eu,TNPC02000A,38068
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,SCUOLA PRIMARIA CAMPO LOMASO,Scuola Primaria,Statale,"Frazione Campo Lomaso - Lomaso,  1",COMANO TERME,0465/701472,0465/702452,ic.giudicarieesteriori@pec.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,www.giudicariescuola.it,TNEE83704E,38070
ISTITUTO COMPRENSIVO CAVALESE,SCUOLA PRIMARIA CASTELLO DI FIEMME,Scuola Primaria,Statale,"Via Roma, 40",CASTELLO-MOLINA DI FIEMME,0462/340314,0462/342294,ic.cavalese@pec.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,www.iccavalese.it,TNEE809039,38030
Scuola dell'infanzia di Vigo di Fassa,Scuola dell'Infanzia di Vigo di Fassa,Scuola dell'infanzia,Paritaria,"Strada G. Soraperra, 4, Pozza di Fassa",SAN GIOVANNI DI FASSA - SEN JAN,0462-763194,,vigo.fassa.presidente@fpsm.tn.it,vigo.fassa.segretario@fpsm.tn.it,,,38036
ISTITUTO COMPRENSIVO CAVALESE,SCUOLA PRIMARIA CAVALESE,Scuola Primaria,Statale,"Largo Bosin, 2",CAVALESE,0462/340314,0462/342294,ic.cavalese@pec.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,www.iccavalese.it,TNEE80905B,38033
Istituto Formazione Professionale Alberghiero - Levico,SETTORE SERVIZI SERALE,Formazione professionale,Statale,"Via Ziehl, 5",LEVICO TERME,0461/706294,0461/702025,ifpa.levicoterme@pec.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,www.alberghierolevico.it,,38056
Scuola dell'infanzia di Caldonazzo,Scuola dell'Infanzia di Caldonazzo,Scuola dell'infanzia,Paritaria,"Via Asilo, 1",CALDONAZZO,0461-724658,,caldonazzo.presidente@fpsm.tn.it,caldonazzo.segretario@fpsm.tn.it,,,38052
ISTITUTO COMPRENSIVO BRENTONICO,SCUOLA PRIMARIA BRENTONICO,Scuola Primaria,Statale,"Via Calzolari - Localita Fontana, 2",BRENTONICO,0464/395189,0464/392710,ic.brentonico@pec.provincia.tn.it,segr.ic.brentonico@scuole.provincia.tn.it,,TNEE861018,38060
Scuola dell'infanzia di Brentonico,Scuola dell'Infanzia di Brentonico,Scuola dell'infanzia,Paritaria,"Via Mantova, 5",BRENTONICO,0464-395628,,brentonico.segretario@fpsm.tn.it,brentonico.segretario@fpsm.tn.it,,,38060
ISTITUTO COMPRENSIVO ROVERETO NORD,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO",Scuola Secondaria di Primo Grado,Statale,"Corso Bettini, 67",ROVERETO,0464/420759,0464/480415,ic.roveretonord@pec.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,www.icroveretonord.it,TNMM859017,38068
Scuola dell'infanzia di Coredo,Scuola dell'Infanzia di Coredo,Scuola dell'infanzia,Paritaria,"Via delle antiche fontane - Coredo, 20",PREDAIA,0463-536416,,coredo.segretario@fpsm.tn.it,coredo.segretario@fpsm.tn.it,,,38012
"LICEO ""A. Rosmini"" - TRENTO",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE SERALE,Scuola Secondaria di Secondo Grado,Statale,"Via Malfatti, 2",TRENTO,0461/914400,0461/914498,rosmini.trento@pec.provincia.tn.it,segr.rosmini.tn@scuole.provincia.tn.it,www.rosmini.eu,TNPM010509,38122
"LICEO ""F. Filzi"" - ROVERETO",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,Scuola Secondaria di Secondo Grado,Statale,"Corso Rosmini, 61",ROVERETO,0464/421223,0464/433003,filzi@pec.provincia.tn.it,segr.isup.filzi@scuole.provincia.tn.it,www.liceofilzi.it,TNPM02000E,38068
Istituto Formazione Professionale Alberghiero - Rovereto,SETTORE SERVIZI SERALE,Formazione professionale,Statale,"Viale Dei Colli, 17",ROVERETO,0464/439164,0464/435851,ifpa.rovereto@pec.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,www.alberghierorovereto.it,,38068
ISTITUTO COMPRENSIVO VAL RENDENA,SCUOLA PRIMARIA DARE',Scuola Primaria,Statale,"Via Dare - Dare, 111",PORTE DI RENDENA,0465/501139,0465/512119,ic.valrendena@pec.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,www.icvalrendena.it,TNEE834076,38080
"Scuola dell'infanzia di Trento  ""A. Tambosi""","Scuola dell'Infanzia di Trento  ""A. Tambosi""",Scuola dell'infanzia,Paritaria,"Via Francesco Ferruccio, 4",TRENTO,0461-237392,0461-237392,tambosi.materna@pec.associazionecoesi.com,,,,38122
ISTITUTO COMPRENSIVO CIVEZZANO,"SCUOLA PRIMARIA ""A. GIRARDI"" FORNACE",Scuola Primaria,Statale,"Via Dei Mori, 2",FORNACE,0461/858485,0461/858901,ic.civezzano@pec.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,www.iccivezzano.eu,TNEE817038,38040
"Scuola dell'infanzia di Riva del Garda  ""S. Alessandro""","Scuola dell'Infanzia di Riva del Garda  ""S. Alessandro""",Scuola dell'infanzia,Paritaria,"Via S Alessandro, 10",RIVA DEL GARDA,0464-554051,,s.alessandro.presidente@fpsm.tn.it,s.alessandro.segretario@fpsm.tn.it,,,38066
ISTITUTO SALESIANO S. CROCE - MEZZANO,SCUOLA PRIMARIA SANTA CROCE MEZZANO,Scuola Primaria,Paritaria,"Via Molaren, 29",MEZZANO,0439/762019,0439/762664,salesianimezzano@pec.it,segreteria@sdbmezzano.it,www.salesianimezzano.it,TN1E00200P,38050
ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA,Scuola dell'Infanzia di Nosellari Folgaria,Scuola dell'infanzia,Statale,"Via Prati, 35",FOLGARIA,0464/787010,0464/723563,scuolainfanzia.nosellari@scuole.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,www.icfolgarialavaroneluserna.it,,38064
Scuola dell'infanzia di Madrano,Scuola dell'Infanzia di Madrano,Scuola dell'infanzia,Paritaria,"Via D Oltrefersina, 54",PERGINE VALSUGANA,0461-552109,,madrano.segretario@fpsm.tn.it,madrano.segretario@fpsm.tn.it,,,38057
ISTITUTO COMPRENSIVO VAL RENDENA,"SCUOLA SECONDARIA DI PRIMO GRADO ""B. DE AVERARIA"" SPIAZZO RENDENA",Scuola Secondaria di Primo Grado,Statale,"Frazione Fisto,  112",SPIAZZO,0465/501139,0465/512119,ic.valrendena@pec.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,www.icvalrendena.it,TNMM83402X,38088
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE,Scuola Primaria,Statale,"Frazione Rango,  ",BLEGGIO SUPERIORE,0465/701472,0465/702452,ic.giudicarieesteriori@pec.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,www.giudicariescuola.it,TNEE83702C,38071
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Scuola Secondaria di Secondo Grado,Statale,"Via Perlasca, 4",MEZZOLOMBARDO,0461/601122,0461/601470,martini@pec.provincia.tn.it,segr.martini.mezzolombardo@scuole.provincia.tn.it,www.martinomartini.eu,TNPS00301R,38017
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,"SCUOLA PRIMARIA ""Don L. Rossi"" FAI DELLA PAGANELLA",Scuola Primaria,Statale,"Via Villa, 21",FAI DELLA PAGANELLA,0461/601125,0461/601125,ic.mezzolombardo@pec.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,www.icmezzolombardopaganella.it,TNEE82405D,38010
Istituto Formazione Professionale Alberghiero - Rovereto,SETTORE SERVIZI,Formazione professionale,Statale,"Viale Dei Colli, 17",ROVERETO,0464/439164,0464/435851,ifpa.rovereto@pec.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,www.alberghierorovereto.it,TNCF011001,38068
Scuola dell'infanzia di Castelnuovo,Scuola dell'Infanzia di Castelnuovo,Scuola dell'infanzia,Paritaria,"Piazza Municipio, 2",CASTELNUOVO,0461-753637,,entesantamargherita@gmail.com,entesantamargherita@poste-certificate.it,,,38050
ISTITUTO COMPRENSIVO CIVEZZANO,SCUOLA SECONDARIA DI PRIMO GRADO ALBIANO,Scuola Secondaria di Primo Grado,Statale,"Via Manzoni, 10",ALBIANO,0461/858485,0461/858901,ic.civezzano@pec.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,www.iccivezzano.eu,TNMM817026,38041
Scuola dell'infanzia di Ospedaletto,Scuola dell'Infanzia di Ospedaletto,Scuola dell'infanzia,Paritaria,"Via XX Settembre, 5",OSPEDALETTO,347 0362437,,ospedaletto.presidente@fpsm.tn.it,ospedaletto.segretario@fpsm.tn.it,,,38050
ISTITUTO COMPRENSIVO CAVALESE,SCUOLA PRIMARIA MOLINA DI FIEMME,Scuola Primaria,Statale,"Via Segherie, 64/B",CASTELLO-MOLINA DI FIEMME,0462/340314,0462/342294,ic.cavalese@pec.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,www.iccavalese.it,TNEE80904A,38030
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Scuola Secondaria di Secondo Grado,Statale,"Via Perlasca, 4",MEZZOLOMBARDO,0461/601122,0461/601470,martini@pec.provincia.tn.it,segr.martini.mezzolombardo@scuole.provincia.tn.it,www.martinomartini.eu,TNTD00301L,38017
Scuola dell'infanzia di Arco,Scuola dell'Infanzia di Arco,Scuola dell'infanzia,Paritaria,"Viale Capitelli, 16",ARCO,0464-516369,,arco.segretario@fpsm.tn.it,arco.segretario@fpsm.tn.it,,,38062
Scuola dell'infanzia di Tezze Valsugana,Scuola dell'Infanzia di Tezze Valsugana,Scuola dell'infanzia,Paritaria,"Via Marconi, 8/A",GRIGNO,0461-769192,,tezze.presidente@fpsm.tn.it,tezze.segretario@fpsm.tn.it,,,38055
ISTITUTO COMPRENSIVO VAL RENDENA,"SCUOLA PRIMARIA ""V. GABRIOTTI"" GIUSTINO",Scuola Primaria,Statale,"Via Presanella, 23",GIUSTINO,0465/501139,0465/512119,ic.valrendena@pec.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,www.icvalrendena.it,TNEE834032,38086
Scuola dell'infanzia di Nago,Scuola dell'Infanzia di Nago,Scuola dell'infanzia,Paritaria,"Localita Tezze - Nago,  ",NAGO-TORBOLE,0464-506097,,nago.segretario@fpsm.tn.it,nago.segretario@fpsm.tn.it,,,38069
Scuola dell'infanzia di Malè,Scuola dell'Infanzia di Malè,Scuola dell'infanzia,Paritaria,"Via Don Rauzi, 6",MALE',0463-901925,,male.presidente@fpsm.tn.it,male.segretario@fpsm.tn.it,,,38027
ISTITUTO COMPRENSIVO ROVERETO EST,"SCUOLA PRIMARIA ""N. VALDUGA"" TERRAGNOLO",Scuola Primaria,Statale,"Frazione Piazza di Terragnolo, 18",TERRAGNOLO,0464/439249,0464/450456,ic.roveretoest@pec.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,www.roveretoest.it,TNEE85304C,38060
Scuola dell'infanzia di Telve,Scuola dell'Infanzia di Telve,Scuola dell'infanzia,Paritaria,"Via Paradiso, 1",TELVE,0461-766315,,telve.presidente@fpsm.tn.it,telve.segretario@fpsm.tn.it,,,38050
ISTITUTO COMPRENSIVO TAIO,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO",Scuola Secondaria di Primo Grado,Statale,"Via delle Scuole, 6, Coredo",PREDAIA,0463/468193,0463/467616,ic.taio@pec.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,www.ictaio.it,TNMM826021,38012
Scuola dell'infanzia di Daone,Scuola dell'Infanzia di Daone,Scuola dell'infanzia,Paritaria,"Via Re di Castello - Daone, 57",VALDAONE,0465-674060,,daone.materna@pec.associazionecoesi.com,,,,38080
ISTITUTO COMPRENSIVO RIVA 1,"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" RIVA DEL GARDA",Scuola Secondaria di Primo Grado,Statale,"Viale Damiano Chiesa, 10",RIVA DEL GARDA,0464/553088,0464/553088,riva1@pec.provincia.tn.it,segr.riva1@scuole.provincia.tn.it,www.riva1.it,TNMM841012,38066
"Scuola dell'infanzia di Trento  ""Sacro Cuore""","Scuola dell'Infanzia di Trento ""Sacro Cuore""",Scuola dell'infanzia,Paritaria,"Piazza S Teresa Verzeri, 4",TRENTO,0461-981465,,materna@istitutosacrocuore.it,,,,38122
Scuola dell'infanzia di Cristo Re -Trento,Scuola dell'Infanzia di Cristo Re -Trento,Scuola dell'infanzia,Paritaria,"Via Bresadola, 6",TRENTO,0461-823359,,trento.cristore.segretario@fpsm.tn.it,trento.cristore.segretario@fpsm.tn.it,,,38121
Scuola dell'infanzia di Vigo Lomaso,Scuola dell'Infanzia di Vigo Lomaso,Scuola dell'infanzia,Paritaria,"Frazione Vigo Lomaso - Lomaso, 1",COMANO TERME,0465-701249,,vigo.lomaso.presidente@fpsm.tn.it,vigo.lomaso.segretario@fpsm.tn.it,,,38070
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Scuola Secondaria di Secondo Grado,Statale,"Via XXIV Maggio, 7",BORGO VALSUGANA,0461/753647,0461/753364,degasperi@pec.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,www.istalcidedegasperi.it,TNTD00201R,38051
ISTITUTO COMPRENSIVO STRIGNO E TESINO,SCUOLA PRIMARIA STRIGNO,Scuola Primaria,Statale,"Piazza 4 Novembre - Strigno, 12/A",CASTEL IVANO,0461/762046,0461/763409,ic.strignotesino@pec.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,www.icstrignoetesino.it,TNEE80106T,38059
ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,SCUOLA PRIMARIA PIETRAMURATA,Scuola Primaria,Statale,"Piazza Mercato,  ",DRO,0461/864026,0461/340648,ic.valledeilaghi@pec.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,www.icvalledeilaghidro.it,TNEE844101,38074
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE,Scuola Secondaria di Secondo Grado,Statale,"VIA SAN PIETRO, 4",PERGINE VALSUGANA,0461/511397,0461/531743,curie@pec.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,www.curiepergine.it,TNTD00401C,38057
"Scuola dell'infanzia di Pergine  ""G.B. Chimelli""","Scuola dell'Infanzia di Pergine  ""G.B. Chimelli""",Scuola dell'infanzia,Paritaria,"Piazza Garbari, 5",PERGINE VALSUGANA,0461-502351,,asifchimelli@pec.it,,,,38057
"LICEO ""B. Russell"" - CLES",LICEO LINGUISTICO B. RUSSELL,Scuola Secondaria di Secondo Grado,Statale,"Via 4 Novembre, 35",CLES,0463/424049,0463/424577,russell@pec.provincia.tn.it,segr.russell@scuole.provincia.tn.it,www.liceorussell.eu,TNPS006018,38023
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,SCUOLA SECONDARIA DI PRIMO GRADO SPORMAGGIORE,Scuola Secondaria di Primo Grado,Statale,"Via Alt Spaur, 5",SPORMAGGIORE,0461/601125,0461/601125,ic.mezzolombardo@pec.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,www.icmezzolombardopaganella.it,TNMM82404B,38010
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Scuola Secondaria di Secondo Grado,Statale,"Via Delle Fonti - Transacqua, 10",PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435,0439/762466,ic.primiero@pec.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,www.scuoleprimiero.it,TNTD170007,38054
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,Formazione per adulti,Statale,"Via Perlasca, 4",MEZZOLOMBARDO,0461/601122,0461/601470,martini@pec.provincia.tn.it,segr.martini.mezzolombardo@scuole.provincia.tn.it,www.martinomartini.eu,TNCT70400V,38017
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""","SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO",Scuola Secondaria di Primo Grado,Statale,"Via Ponte Alto, 2/1",TRENTO,0461/982113,0461/237554,ic.comenius@pec.provincia.tn.it,segr.ictn2@scuole.provincia.tn.it,www.icomenius.it,TNMM820011,38121
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento",SETTORE SERVIZI,Formazione professionale,Statale,"Viale Verona, 141",TRENTO,0461/933147,0461/931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNCF012001,38123
Scuola dell'infanzia di Trento  Canossiane,Scuola dell'Infanzia di Trento  Canossiane,Scuola dell'infanzia,Paritaria,"Via Dei Paradisi, 4",TRENTO,0461-1482248,,trento.canossiane.segretario@fpsm.tn.it,trento.canossiane.segretario@fpsm.tn.it,,,38122
Scuola dell'infanzia di Carisolo,Scuola dell'Infanzia di Carisolo,Scuola dell'infanzia,Paritaria,"Viale Trento, 4",CARISOLO,0465-501433,,carisolo.presidente@fpsm.tn.it,carisolo.segretario@fpsm.tn.it,,,38080
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,SCUOLA PRIMARIA MEZZANO,Scuola Primaria,Statale,"Via 4 Novembre, 13",MEZZANO,0439/62435,0439/762466,ic.primiero@pec.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,www.scuoleprimiero.it,TNEE81003D,38050
ISTITUTO COMPRENSIVO STRIGNO E TESINO,SCUOLA PRIMARIA SAMONE,Scuola Primaria,Statale,"Via delle Praele, 21",SAMONE,0461/762046,0461/763409,ic.strignotesino@pec.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,www.icstrignoetesino.it,TNEE80104Q,38059
ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO,"SCUOLA PRIMARIA ""M. MORANDINI DEGASPERI"" PREDAZZO",Scuola Primaria,Statale,"Corso Degasperi, 8",PREDAZZO,0462/501131,0462/500023,ic.predazzo@pec.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,www.ic-predazzotesero.it,TNEE80801B,38037
ISTITUTO COMPRENSIVO TRENTO 5,"SCUOLA PRIMARIA ""A. GORFER"" TRENTO",Scuola Primaria,Statale,"Via Dei Solteri, 22",TRENTO,0461/263331,0461/984463,ic.tn5@pec.provincia.tn.it,segr.ic.tn5@scuole.provincia.tn.it,http://www.istitutotrento5.it/,TNEE85204L,38121
ISTITUTO COMPRENSIVO TAIO,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO",Scuola Secondaria di Primo Grado,Statale,"Via Degli Alpini - Taio, 17",PREDAIA,0463/468193,0463/467616,ic.taio@pec.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,www.ictaio.it,TNMM82601X,38012
ISTITUTO COMPRENSIVO TRENTO 6,"SCUOLA PRIMARIA ""SAN VIGILIO"" VELA",Scuola Primaria,Statale,"Localita La Vela, 3",TRENTO,0461/236214,0461/230583,ic.trento6@pec.provincia.tn.it,segr.ic.tn6@scuole.provincia.tn.it,www.ictrento6.it,TNEE85803E,38121
"LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO",LICEO LINGUISTICO,Scuola Secondaria di Secondo Grado,Statale,"Via Mattioli, 8",TRENTO,0461914499,0461915472,linguisticotrento@pec.provincia.tn.it,segr.linguisticotrento@scuole.provincia.tn.it,www.linguisticotrento.it,TNPS11000Q,38122
